rest,scr,id,scramble_length
10.91,F2 U2 B2 R2 D B2 R2 B2 R F L R B2 R2 B L2 D F2 ,1433,47
10.91,D2 R2 D2 R' D2 L U2 R' F D F D' B2 D B2 R U2 B2 ,1434,48
10.91,D' F2 U' R2 U' B2 D2 B2 D F2 R' F2 U' F U F' L2 D2 L2 ,1435,54
10.91,F2 D' L B' D F D' R U' F' L2 B2 D2 R' U2 B2 R F2 B2 R' ,1436,55
10.91,B2 L2 F2 D2 L' B2 D2 L2 D2 L U F' L R2 D2 R' U' R F' R ,1437,55
10.91,F L B' U L F B U2 L2 D' B2 L U2 F2 D2 L B2 U2 R2 ,1438,49
10.92,B U2 B U2 R2 B' U2 R2 B F2 R' B U' F' L2 U' R' D U' L' F ,1439,57
10.92,R2 B L2 F U2 F U2 F D2 B L U' L2 D' L' B' R2 B2 U L ,1440,52
10.92,F L2 F2 D2 R2 U2 F' R2 B2 D2 L2 U B L2 F R U2 B D' U2 L' ,1441,57
10.92,B2 U' R2 B2 U2 F2 D' R2 U L' B U B L2 D2 L2 D R' B2 ,1442,52
10.92,F2 D' L2 F2 D' U2 B2 U2 R2 B U L R' U R2 B2 L B' U F ,1443,53
10.92,L2 D2 B2 F2 L2 D2 U B2 F2 R' D2 R2 B F L F2 U' L D2 ,1444,52
10.92,R2 D2 B2 R B2 R2 B2 L' F R B2 L' F' D' L' D2 U' F' ,1445,51
10.92,U2 B' U2 R D' R' D2 L' B' U' R L2 U2 F' D2 F' D2 B2 R2 ,1446,55
10.92,B2 F R2 F U2 L2 D2 F' D2 U F' U F2 D2 L2 U R U2 L' ,1448,51
10.93,R' U2 R B2 U2 L2 D2 L2 R F2 D F' U' F' L' D2 L' U' F U ,1449,55
10.93,F2 U2 B2 F2 R2 B2 D B2 F2 L B' U L2 D U2 F U' R' D2 U2 ,1450,55
10.93,D F2 U' D B' L2 U' F2 U2 F L' D B2 R2 U' R2 U L2 ,1451,49
10.93,D' B2 F2 D B2 D' L2 D L2 F2 R' B U' L2 B' D' F L2 B ,1452,52
10.93,F2 U2 B R2 L2 D' R U' D' B2 L' F2 L' D2 L F2 L2 B2 U2 R2 ,1453,57
10.93,L' D' F' U' F' B2 R' B2 L' B R2 L D2 B2 L2 F2 ,1454,46
10.93,B2 U F2 D U' F2 L2 U R B R F' L' R2 D L' R' D' B ,1455,49
10.93,B' R2 U2 B2 L2 F2 U2 F L2 U F' R B U2 R2 B2 L U' F2 ,1456,52
10.93,L2 U' L2 D' L2 D2 R2 F2 L2 B2 L D2 U F2 L2 D' R' B' F U ,1457,56
10.93,U F2 L2 D R2 B2 D' F L' F' L' R U' R' U2 B2 L D2 ,1458,49
10.93,R2 D2 F2 L2 B L' D' B' R D' F2 U B2 U2 R2 B2 L2 D B2 ,1459,53
10.93,D2 B2 D2 B2 R U2 L' B2 L R' D R D' L' B' U' R' D2 F' D2 ,1460,56
10.93,B2 L2 F R2 F' R2 F2 R2 F U2 B' L D F' D' L F2 D2 F U ,1461,53
10.93,D2 B F2 L2 F2 U2 F' L2 D' L2 D2 R U2 F2 R' F' R2 D B' ,1462,54
10.93,L2 F D2 R2 F2 U2 L2 B R' B2 F' D2 B' F2 U B' D U L ,1463,51
10.93,U2 B2 R2 B2 U' F2 R2 U' F2 R2 B R D' B U2 L2 B' F R F2 ,1464,55
10.93,D' L F' R2 D' F2 D' F L D' R F2 R' B2 L2 U2 R B2 L B2 D2 ,1465,57
10.93,U' L2 D' L2 U B' D' B2 D R' F R2 L2 U2 B U2 L2 B U2 L2 ,1466,55
10.93,D' F2 U R U' F' D R L F B2 R2 D2 F U2 D2 L2 B' D2 F' ,1467,53
10.93,D B2 L2 R2 F2 D' F2 U2 B L' D' B' L2 D L' U2 B L U2 ,1468,52
10.93,B L' B2 D2 F' R B2 L' F2 L2 B2 D' L2 F2 U' D' F2 D' ,1469,52
10.93,R2 U2 F2 L2 D2 B2 U' B U L2 R U2 F2 U F2 L U L' ,1470,48
10.93,B L F2 R2 U2 B' R2 B D F B2 U2 L2 F2 L2 F R2 F D2 B' ,1471,53
10.94,D2 L2 F2 U L2 D L2 D2 R2 F D R' F L' F' D2 U' R U R ,1472,52
10.94,L2 D' L2 D L2 B2 U' F2 D2 R B' L R D2 B D' U2 R B' R2 ,1473,54
10.94,U' R2 D' L2 R2 D F2 D B2 L D' F' R2 F R' D' F R D2 B ,1474,53
10.94,L2 B2 R D2 U2 L2 D2 R' F2 R' U L' R D F' R' D' B' R F' ,1475,55
10.94,B2 L2 D' L2 U2 F2 U2 B2 D' B2 F L2 U L' B D' U' B2 R' B' ,1476,57
10.94,R2 D2 B2 L2 R2 F' U2 R2 U2 R D2 U' F' L2 R B F' L2 D' ,1477,54
10.94,F2 U R F L B D R' D' R L2 B U2 F L2 F2 D2 R2 F L2 ,1478,50
10.94,D2 U' L2 F2 D2 B2 U' L U B' D B' U2 L2 B2 U2 L' D' ,1479,51
10.94,D2 B' R2 B' R2 D2 L' D2 U F L2 R2 D2 U R B R' ,1480,46
10.94,R2 F U2 L2 R2 F2 U2 B2 L' U2 F' R' B2 L2 U' F2 L' U R2 ,1481,55
10.94,L B2 F2 L' B2 R B2 R F2 L2 D L' R2 F D2 R D' F2 L' F2 ,1482,54
10.94,L2 F' B2 D' R' L F D L B L F2 R2 D2 R2 U2 L' U2 ,1483,48
10.94,L' U2 B2 L U2 R' F2 D' L' F R D2 L' U2 L U' F' L' ,1484,50
10.94,F L F R F2 U' B' D2 L U' B2 D R2 F2 R2 D' B2 D2 F2 B2 ,1485,54
10.94,B R2 F D2 L2 F2 R2 F' L2 B U' F2 R' D L2 D L U2 F U ,1486,52
10.94,U' R F' L F' R2 F' L D L' F R2 F2 U2 D2 B' L2 F' U2 ,1487,52
10.95,F2 U2 B U2 L2 B2 U2 L' B2 D' R' F D' R U2 R B2 D ,1488,49
10.95,D2 F' R' U2 F L2 F R2 D' F' U2 L2 F2 B' U2 B' R2 B L2 U2 ,1489,57
10.95,L2 B2 L2 D' R2 U' B2 L2 U2 B2 L' U B' D2 R' U' F D U2 B2 ,1490,57
10.95,F2 U2 B' R2 B2 F L2 F' R' D' B2 U2 R2 U' B D' B2 U B2 ,1491,54
10.95,D2 U' R2 D' B2 D U B' D R2 U' L' F D2 B U F' D' ,1492,48
10.95,L B2 F2 U2 B2 L D2 L R D2 F' R F D L B D2 F2 D2 ,1493,48
10.95,F2 R U2 B2 R D2 R B2 R2 U2 R' D' B R' U' L2 D2 L' B U' ,1494,55
10.95,R' D2 L' U2 L2 U2 L' F2 L' F' R U B2 F2 D' F2 R' U F' ,1495,54
10.95,R B D R B L D F2 L' D2 F' U D2 B2 R2 U2 R2 D2 F2 U ,1496,51
10.95,U2 R2 B2 U' R2 B2 U L2 R U B' R D L D R2 B R ,1497,45
10.96,B2 D2 L2 D' U' F2 R2 F2 U' F2 U2 R B' L2 R2 U2 L' D' L' F' ,1498,59
10.96,F' R2 B' L2 D2 L2 B D2 B D2 R U L2 R F' D' B U2 L' ,1499,51
10.96,L2 D2 F2 D L2 U' L D R' F2 D' F R B2 F' L' B ,1500,45
10.96,F2 R2 B2 D' R2 U F2 D2 U' B' D2 R' U' L2 B' F' U L2 R ,1501,54
10.96,F2 U2 R2 F R2 B F2 D2 U2 R U L R U' R2 D L2 D R2 D' ,1502,52
10.96,U2 R D R D2 L D R' F' D F' R2 B2 R2 F' U2 B L2 B' ,1503,50
10.96,D' L2 R2 D' F2 U2 B2 U' B2 R D B2 U2 L' B2 F D' R2 F' R2 ,1504,57
10.96,L2 B2 D2 B L2 R2 F U2 F2 R F D2 F2 L' R U' B' F' D L ,1505,53
10.96,F' D2 B' L2 D R F' L' F R D' F2 U D' F2 R2 B2 L2 ,1506,49
10.96,B2 D2 L' U2 B2 L2 U2 L' D2 U F R2 B' R2 D2 L R D U B' ,1507,54
10.96,R' D' F B2 R U L' D2 R' U' R2 B2 R2 U' F2 U L2 B2 D2 F2 ,1508,56
10.96,B2 U L2 R2 U F2 D2 B2 L2 B2 D' F D' L B2 U' R' B' U2 B2 ,1509,56
10.96,F2 R' F2 L' U2 R B2 U2 R' B2 U' R' U B' D' U' R2 D2 F U ,1510,56
10.96,D2 B2 D' B2 L2 U' B2 D B2 R U L2 B2 D' R' F R2 B' L' ,1511,53
10.96,F2 L' U2 L' D2 L2 R' B2 R2 B2 D U B' D L2 D2 B R' U R2 ,1512,55
10.96,B2 R F U2 B' L2 D' R' F L' D2 R F2 R' F2 R2 D2 F2 R ,1513,52
10.96,L2 F2 R D2 U2 R2 U2 L D2 F2 R' F L' R2 U B' D' F' R F2 U' ,1514,58
10.97,R2 D2 B' D2 B2 D2 R2 D2 F2 U2 L B2 D F R D F2 U B D' F2 ,1515,56
10.97,D F U2 B2 D B R B D' B' D2 B2 L2 U2 D2 R' B2 R B2 ,1516,50
10.97,R2 F D' B2 L U F D2 L2 B D R F2 U2 R F2 L' B2 R2 D2 ,1517,52
10.97,L2 U R2 B2 L2 U B2 R2 F' U2 L F R' B' L' U' L2 U' L' ,1518,53
10.97,B' R2 U2 R2 F' U2 F2 L2 U2 F2 D B2 R' F D L2 U R F' ,1519,52
10.98,L2 D2 R2 U2 F U2 B' R B L' R' F2 D' R' U' F2 R2 B ,1520,50
10.98,L U2 B2 L2 F' R F2 U2 B R' U B2 U B2 D2 R2 L2 U' F2 D' ,1521,55
10.98,L2 D2 B2 D2 R' U2 R B2 D2 R D' R F' R U L B2 L' B ,1522,50
10.98,U2 L2 U B' R2 F2 R B2 U2 R U2 D2 F2 B R2 F' U2 F' D2 ,1523,53
10.98,F2 D2 U2 R B2 R D2 L' R' U F' U2 L2 F' D U' F' U B' ,1524,52
10.98,R B L U2 R L B2 U F2 U' L' B2 D2 F2 B2 R U2 R2 F2 B2 ,1525,53
10.98,L2 F' R2 D2 F R2 D2 L2 B2 D' F2 R' D2 R' D' B' R B' F2 R ,1526,57
10.98,D2 R2 B U2 B2 L2 D2 L2 F U' R2 F2 D' U' R' D' B2 F' L' F ,1527,57
10.98,R' U D' L' B2 L D2 L D' B R2 L2 B2 L2 D' R2 U F2 U2 F2 ,1528,55
10.98,D' R' L2 D L2 F D' L B L F2 D' R2 L2 F2 U2 R2 B2 U' ,1529,52
10.98,U2 F L2 U2 R2 D2 B2 F' D2 L' R D2 B R D L2 D' F' U F ,1530,53
10.98,L2 D L2 U' L2 B2 D2 L2 D2 U' L D' R D' U' F D2 B2 L' U2 ,1531,56
10.98,U2 B' D L' D L2 D F2 D' F B2 D' R2 F2 U2 B2 U L2 F2 R2 ,1532,55
10.98,R2 B2 R2 U' B2 F2 U2 R2 D' L B' R2 D2 R' U' B' U2 B2 F' ,1533,56
10.98,U2 B2 R F' U2 B2 R D' F' L2 U2 F' U2 B L2 F D2 R2 B ,1534,52
10.98,B' R2 B U2 B L2 B2 L2 R2 D2 L' F U L U' L2 B2 F' D' R U' ,1535,57
10.98,B2 U D R' D2 B U B L F2 D' L2 F2 B2 D' B2 U D2 R2 L2 ,1536,53
10.98,U2 R2 U2 F U2 B' U2 F' L2 D L' B2 U' R2 D2 B F2 L' U2 R' ,1537,57
10.98,U B2 R2 U2 B2 F2 U L2 R D2 L' R B L' F D2 L U R ,1538,48
10.98,R2 F2 U2 F U2 F2 U2 R2 D R U B F2 D' U F' R2 D U ,1539,49
10.98,L2 D2 R2 B2 D2 B2 U' R2 B2 R' B R' U' L2 U L F' D' R' D ,1540,56
10.99,F2 D2 L' F2 D2 U2 R' U2 R' U' B U' F' D2 B2 D2 F' U2 ,1541,53
10.99,R2 F2 U2 R2 U F2 D R2 D' B2 R' B2 D R' B' U2 B2 R U' B R' ,1542,58
10.99,L2 F U2 L2 B2 L2 B2 U2 L2 B R2 D' B L' U' L' F L2 D' B ,1543,55
11.0,B2 U2 R2 B2 D2 R2 B' U2 F' D2 F D' R' D2 B2 D F2 L' U B' U ,1544,59
11.0,D' L2 U R2 D' L F2 L D' B D2 L' B2 D2 R' B2 D2 B2 L U2 ,1545,55
11.0,U' F' R D2 L B' U R2 L B' R2 D2 L2 D' F2 B2 U' F2 D' F2 B2 ,1546,59
11.0,L2 U2 B2 F2 L2 F2 R' D' F R' U B' L2 F R' B2 L R' ,1547,50
11.0,F2 R2 B' U2 B U2 F D2 R2 F R B' L D F R' D2 R' D2 U2 ,1548,53
11.0,R2 L2 U F B' D' L' U2 F L' D2 F2 R2 F L2 D2 L2 B2 D2 F2 ,1549,56
11.0,F D L' U2 F' B' D2 F2 U D2 R F2 R2 B2 U2 L' U2 R2 F2 R ,1550,55
11.0,D' L2 D2 B2 R2 B2 U' F2 L2 U2 L' F R F2 R U L F2 D2 U' ,1551,55
11.0,R' F R U' L' D2 R' D R B U2 B2 U2 L U2 D2 L2 D2 L' ,1552,51
11.0,F' R' F' D2 F2 L2 U' F R' D' F2 R2 F2 U2 R2 D2 F' R2 B ,1553,55
11.0,U' R2 F B L U B' U' F2 R U2 B2 L2 B2 R2 U2 F' L2 ,1554,49
11.0,R2 F2 L2 U2 F' U2 L2 F D2 U2 R' U2 B D F' D' U B R F ,1555,53
11.0,F2 L2 B2 L B2 U2 R B2 L2 F2 U L F2 R' D2 F L B U ,1556,49
11.0,L2 B2 F' R2 B' R2 U2 B2 F' U2 L U F2 L2 U2 R2 D R U B ,1557,54
11.01,F' D2 B' D F' L' U D' R' L B2 D2 F2 D2 L2 F' R2 B R2 B' ,1558,56
11.01,R B D R' F2 L D F R2 D2 F U2 B2 R2 D2 R2 D R2 F2 D ,1559,51
11.01,B2 D2 F' R2 B' L2 U2 B L F' R2 B D' F L B U L' F ,1560,49
11.01,F' R2 B' D2 B2 D2 U2 B' L2 B2 D R F D2 U' R2 B' R' D F ,1561,55
11.01,D' F2 U B2 L2 U' R2 U2 F' D2 F R2 F2 R D F L R' U ,1562,50
11.01,D R2 D2 U' L2 R2 B2 D B2 F2 D2 F' R F' D' B' R' U2 B' U2 ,1563,57
11.01,B2 U' B2 L2 F2 U B2 U F' R D L' B2 U' B' D2 B2 L' R ,1564,52
11.01,L2 U F R2 B' L' F2 U' B2 L2 F L2 F D2 B' U2 L2 F2 ,1565,50
11.01,U L2 B L' D' R2 B' D R L' U' B' R2 U2 F' U2 D2 R2 U2 B2 ,1566,56
11.01,R' D' F' L D L' U' R2 F2 R B2 R2 F D2 B U2 B R2 F L2 F ,1567,55
11.01,F B R F L2 B' D' F' U' D2 R2 F U2 B' R2 L2 B' L2 D2 B ,1568,54
11.01,D2 U2 F R2 D2 B U2 B2 R' D' F D2 L2 U' L B' F' L' B2 ,1569,53
11.01,R2 D R2 B2 U' F2 U' F2 U R2 D' L' B2 D' F L' D' U2 B' D ,1570,56
11.01,D2 F2 D2 B' U2 R2 F2 L2 U2 B' U2 R' B' L2 U2 F U' B' D' R2 ,1571,59
11.01,U' L B U' D R' U D' R' D2 R2 B2 U2 F2 D R2 F2 R2 D ,1572,51
11.01,F L2 U2 B L2 R2 B F R2 U' B' R D B' F2 R' B F L' F' ,1573,52
11.01,F2 R' F2 R2 D' L D2 B' R' U R2 B2 U2 F2 U' F2 D' F2 U' ,1574,55
11.01,D2 L2 F U2 B2 L2 R2 B' L D2 F R' B R' U' F U' L2 U2 ,1575,52
11.01,R U2 F2 L' R' F2 L B2 D2 R' F2 D L U B R' U F2 R' ,1576,50
11.01,F2 U' F2 L2 B2 D2 U' R2 F2 U' R' F L' R D R U2 B L' U' ,1577,55
11.01,B L2 F' L2 R2 B F2 D2 F' R D' U B' R' U' L' D R' D' ,1578,52
11.01,L2 U L' D' R' F' U' R' F' U2 F2 B2 U2 L2 F2 D' F2 D2 F2 ,1579,56
11.01,L2 F2 U' R2 D' B2 L2 D2 U' B D' R2 F' D R2 U F L R B ,1580,53
11.01,R2 U2 F2 L2 D2 R2 F' U2 L2 B F D' R' D2 L2 B L' D B2 U' ,1581,56
11.01,D' U2 L2 U B2 D' U2 F2 L B' U' L U L' F' R' U2 B F ,1582,51
11.02,B2 F2 R2 F2 D R2 D L2 R U2 B D2 L' D2 B' U' B' F2 L' ,1583,53
11.02,L2 D2 B F2 U2 F2 R2 F2 L D' R2 F L2 B' R' B L' F2 R2 ,1584,53
11.02,L D2 L D' R2 F' R' L D' R D2 L B2 R2 B2 U2 R L' D2 B2 ,1585,54
11.02,D2 R2 B' L2 B D2 F R2 B2 R' B' F2 D R B2 U F D2 U' B2 ,1586,54
11.02,F L2 D2 R2 F' R2 B U2 L2 B2 L U2 L B D U2 B L2 D' F2 ,1587,53
11.02,F' L2 B2 U2 F U2 L2 F' R2 F R2 U L' D2 R2 F2 U2 B R F ,1588,54
11.02,F' U' B2 R' L2 U B R' L' F U2 D2 F2 U2 L B2 R' L' B2 U2 ,1589,56
11.02,R' B2 L' U2 B2 L2 U2 L' R F D R' D2 B D2 L' R2 U2 F' U ,1590,55
11.02,L' F2 U2 R' F2 L' F2 R' U2 B' L' F' U R2 D L' D2 B2 R B ,1591,56
11.02,F2 L R U2 R' D2 B2 D2 L2 D2 F' D2 F' L2 U' L' F' L2 U2 ,1592,55
11.02,L' D B' D2 R' D2 F2 U2 R' B' L2 U R2 U D B2 U2 B2 R2 F2 ,1593,56
11.02,L2 F2 L' F2 L' R' D2 B2 R B2 L2 U' F' U' F' L' U L' F ,1594,54
11.02,L B2 L F' R' L2 F' B' D R U2 R2 D2 L U2 R2 D2 R' F2 R2 ,1595,55
11.03,U' R2 B2 R2 B2 U' B2 L2 D' U L U' B2 R' B' L2 B2 L' D' F' ,1596,58
11.03,D R2 F2 U2 F' L U2 F L' B' R2 B2 U2 D2 L2 B2 U2 D R2 ,1597,53
11.03,D2 B' D2 F L2 D2 R2 F' D2 B' L' D L' F D' R B' L' D ,1598,52
11.03,B L D' R B' R F2 U R' U2 R2 D F2 L2 U2 F2 U R2 D ,1599,49
11.03,D2 B2 L U F' B2 D R' L F' L' D2 R2 B2 R B2 L' F2 R2 ,1600,52
11.03,L D F U D F B D' L F2 R2 D L2 D L2 D B2 R2 D2 F2 ,1601,49
11.03,D' L U' B U' F2 R F B2 D' L2 B2 U2 R F2 R' F2 B2 U2 R' ,1602,55
11.03,U2 D L' F' D2 L2 B2 L F R L2 U2 D R2 D F2 R2 B2 D F2 ,1603,53
11.03,U F' D B' U2 D' B2 R D R' U2 D2 F2 R F2 L' U2 D2 R U2 ,1604,54
11.03,R2 F' R2 B D2 R2 F' U L' D L2 F U' B' D' R' B D ,1605,48
11.03,L2 B' L2 U2 B2 U2 F' D2 F' U2 B' U L2 R D2 F R' U2 L F ,1606,55
11.03,B2 R2 F B U F' U R2 F' R D L2 F2 B2 U' R2 B2 D2 B2 U ,1607,53
11.03,U2 F2 U L2 U' L2 B2 L2 U' R' F' L U2 B L' F' D' F U2 ,1608,53
11.03,D' L2 B2 U L2 D2 F2 U' F R2 B2 U' R F2 L' R' F' L2 U' ,1609,54
11.03,R2 U2 F2 D2 U2 F' R2 F2 L2 B' R' F D2 B' D2 U2 L F' L2 ,1610,55
11.03,L' B' L2 U' L F2 R B' R2 U' D2 L2 B2 D2 L2 B U2 F D2 B ,1611,55
11.04,R' U' B' U' F2 R B' D R L' D' B2 D2 R2 B2 L2 D F2 B2 ,1612,53
11.04,U' B U' R2 F2 U2 L' U2 R' B' R L2 D2 F2 R' D2 B2 L B2 ,1613,54
11.04,D U R2 U L2 D' L2 F2 L' B' U' B R' B' L2 F R2 B R2 ,1614,51
11.04,D F L F2 R' F' B' R' F' U F' U2 F' B R2 D2 B' L2 U2 L2 D2 ,1615,58
11.04,B L2 B D2 F2 U2 F' R2 D2 F2 L D F D U' B' R' D' F D2 ,1616,53
11.04,D2 F R2 D2 L2 B' D2 F L2 R2 D' L2 R B2 F' D L2 B D L D' ,1617,56
11.04,R2 D R2 U' L2 B2 D' R2 F2 D' F2 R B' L D2 L B2 F' D' L B' ,1618,58
11.04,D2 B2 L' U2 R D2 U2 R B2 U2 B2 U F' L U2 F' L2 F R2 U' ,1619,55
11.04,D2 L' D2 R B2 F2 L F2 L R D' U2 F' L D' R2 B F L' D' ,1620,53
11.04,R2 D L' U' F' U2 L2 D2 F L' B2 U L2 U L2 D B2 D R2 U2 ,1621,54
11.04,F L2 B' U2 B2 F U2 F R2 D' F2 D B2 L2 R' D' R F' L D2 ,1622,54
11.04,R2 F2 D' B2 D B2 U2 L2 F' U' L2 D L' D2 R2 F2 R D' B ,1623,53
11.05,U' R2 D2 L2 B2 D B2 U2 R D B L F R B2 D2 R' U2 F ,1624,49
11.05,B D2 R2 U2 F D2 L2 B F2 R2 D' F' U' B2 R' D' R2 F D2 B' ,1625,56
11.05,F D B L2 D2 F' U L' F' R2 F2 R2 U2 R2 U2 R2 F2 L ,1626,49
11.05,F2 B2 L' F2 D2 L2 B' L' D' L2 F2 R2 F D2 F2 B U2 D2 R2 ,1627,55
11.05,R2 B' D2 B L2 R2 B2 D2 L F' R2 B' D F' U B2 U' L B ,1628,51
11.05,R' U2 L D' B' D2 R' B' D' B L' F2 U2 R2 L F2 L2 F2 D2 ,1629,54
11.05,L2 F2 R' U2 B2 R' F2 L' U B R F' D L F2 D U2 B2 F2 ,1630,51
11.05,L' D2 L U2 L' R2 F2 U2 B D' F2 L B2 D F U' B2 F2 ,1631,49
11.05,L' U D R B2 L F' U L2 U' F' L2 U2 F' D2 F R2 F' U2 ,1632,51
11.05,D2 B2 L' D2 B2 R D2 F2 L' R2 B R U' B2 R2 D F2 L2 F' D ,1633,55
11.05,R' D' B D2 F' L F2 L2 U R F2 L2 B2 D' F2 U' D F2 U F2 ,1634,54
11.05,R' U' B U D R F' D' L' U R2 L2 U F2 L2 U' R2 U B2 D ,1635,52
11.05,D2 U2 R2 F L2 B2 L2 B2 U' R2 B U L F2 U2 F2 D R U' ,1636,51
11.05,B2 L2 B2 D2 L' R2 F2 U2 L2 F2 U B2 L U' B' D2 L F2 R ,1637,53
11.05,U' L2 D F2 U' R2 D R2 D F2 U R' F2 U B2 D' U2 F' R ,1638,51
11.05,L F2 U2 R U' B U' F' U R2 L' U2 F2 B2 R' B2 R2 ,1639,47
11.05,L2 B2 F D2 B L2 B' U2 R2 F' D' U2 B R U' L' U B2 L F' R' ,1640,57
11.05,R U D' F2 L U2 B2 L B' D B' R2 F2 B D2 B' D2 R2 D2 ,1641,51
11.05,R2 B D2 F U2 R2 D2 U2 F' D B' L U B' U' F L' F D' U' ,1642,53
11.05,F2 L2 D L2 D' U R2 U2 B2 R2 F L' U R2 F' R B' F' L' U' L2 ,1643,58
11.05,F' L2 B2 U2 F' L2 B' L2 R U F U2 R F2 D' L R' U R2 ,1644,51
11.05,L2 F' L2 F L2 U2 B' F U L' D' R2 U L2 R2 B L' R U' ,1645,51
11.05,D2 U2 L U2 B2 U2 L B2 F2 R' U' L' D B F U' L2 R F R' ,1646,53
11.05,B2 D' F2 D2 R D' L' U F2 R F2 R2 U2 B' R2 L2 D2 L2 F' U2 ,1647,57
11.06,B' R L2 D' R2 U L2 B L' U L2 B2 L' B2 D2 R' B2 L' U2 ,1648,53
11.06,F2 D R2 D B2 R2 U' B2 U2 L2 B' R' B2 D2 U B' F R' F2 L' ,1649,56
11.06,F2 D2 L F' D' F' L2 D2 B' L' D F2 B2 D' B2 U' B2 U B2 U' L2 ,1650,60
11.06,U L2 U B2 D R2 D' L2 R' F D' B' D2 B2 F2 L F2 U' ,1651,49
11.06,L2 B' D2 U2 B' D2 L2 F' D2 U2 F' L' F L2 D' L2 U2 F R' B' U ,1652,60
11.06,B2 L2 B R' F D' B2 L2 F' L2 U2 L2 F R2 B U2 R2 ,1653,47
11.06,F2 R2 F R2 U2 B2 F2 U2 F2 R F' D' R U' L2 U' L2 F R ,1654,52
11.06,F2 B' U' L2 U' D2 B' L U' R2 F2 R2 F D2 F' U2 D2 F D2 ,1655,54
11.06,R U B' L' F R' B' D' R B2 R2 B R2 U2 F2 D2 R2 B L2 B ,1656,53
11.06,L' F B' L U2 F2 U2 D B' L D' R2 D' L2 D' F2 L2 U2 F2 L2 ,1657,56
11.06,L' U' R2 D B' R F2 D2 R2 D' L F2 L2 B2 D2 F2 U2 L B2 L2 ,1658,56
11.06,B2 L2 D2 R2 F2 D' L2 D L2 D2 F2 R' F2 D' R B2 U2 B' L R' U ,1659,59
11.06,D2 F' D2 L2 F L2 R2 D2 U' L' R2 D F' D B' U2 F' D2 R ,1660,53
11.06,L2 B2 F2 D U2 B2 L2 U2 F2 L2 D' B' R' U F2 L' B F D' F2 ,1661,56
11.06,L2 D U B2 F2 L2 D L2 F2 R' U B L' D' B' F L' B R F2 ,1662,52
11.06,U' L F L F2 B D' R B U2 L U2 R2 B U2 B' L2 B2 R2 L2 ,1663,52
11.06,B2 D F2 L2 D R2 D' R' U' F' L' D2 U2 F D F2 U F' ,1664,49
11.06,F' R2 B L2 F2 L2 U2 F2 D2 F D L' U' B' R' B' L' R F2 L' ,1665,56
11.06,F B' U F2 B' D' L F' R U' F2 D' B2 U F2 R2 D' F2 R2 F2 ,1666,55
11.06,R2 B2 D' B2 D' R2 D2 R2 U F2 R U' B' L R' B2 R F D2 L2 ,1667,55
11.06,R' D2 R' B2 F2 R U2 R2 D2 L2 D' R' U' B D F L2 B R F ,1668,53
11.06,R2 B U2 F U2 L2 U2 L2 R B' U L U F2 R' B' L' D U' ,1669,50
11.06,R U R' F R B R' B2 U' B2 L U2 L2 U2 F2 R2 L' F2 L2 ,1670,51
11.06,F2 L' B2 U F2 B2 D2 B R2 U' F2 R L' B2 U2 L' B2 L F2 U2 ,1671,56
11.06,B2 U2 R2 D' R2 F2 L2 D2 L2 F2 R U B R F R D L2 B D2 ,1672,52
11.06,U B L D F2 U R' D' F B2 D' L2 U' F2 U' B2 R2 F2 L2 U2 ,1673,54
11.06,U B2 U F2 R2 D2 U' R2 D2 L F D' R2 B2 D F2 D2 L U2 ,1674,51
11.07,R2 D2 L D2 B2 D2 U2 F2 U' L' F2 R2 D2 B2 F' L B' R' B' ,1675,55
11.07,U2 L F2 L2 R D2 R' U2 R' B L2 U2 B D' F U L' B' D F2 ,1676,53
11.07,D R' F U2 B' L D B' D L2 F' L2 U2 F' L2 F2 L2 U2 R2 B' ,1677,55
11.07,R2 F' U2 R2 D' F2 U2 D R U' F B2 R2 U2 D2 B' U2 L2 ,1678,51
11.07,F2 L2 D2 B2 R' F2 R' B2 R F2 R U L U' F' R B' F' U R2 ,1679,54
11.07,F2 L2 U' L2 U R2 U F U L2 F' R F' R2 D2 U L2 D ,1680,47
11.07,B2 R2 B2 U R2 D' F2 L2 D' F R B' D R U L' R' U B2 F2 ,1681,53
11.07,B' L B2 R' U R' D B' D' L2 F2 D2 R2 D2 F2 R' U2 R2 B2 L ,1682,56
11.07,D' R2 U2 B2 U R2 D' L2 B2 L' B2 D' R' U F' R2 B U2 L2 R2 ,1683,57
11.08,D' B L' B R2 D R L B D' L2 D2 R2 B2 R2 D L2 U D ,1684,48
11.08,D2 B2 D2 F L2 D2 B' U2 B D2 L' R' B' U R2 B2 L' D2 F' U ,1685,56
11.08,B2 U R2 U B2 D' R2 D U F' D' U2 L' B L2 B2 D' L F L2 ,1686,53
11.08,D2 F2 R' F2 L F2 U2 L F2 U' F' D' R F' D' F2 L D' B' R ,1687,55
11.08,B D R2 B' D2 F2 R U2 R B' D2 R D2 R' B2 R U2 L' ,1688,48
11.08,U' B L U2 D R' U' L2 F' U' B U' R2 F2 U2 R2 F2 U' D' F2 ,1689,56
11.08,F' D2 R B2 L D L U L' U F2 D2 F' R2 L2 B' U2 L2 B ,1690,50
11.08,B D B2 U R L2 B2 D2 B' R' F' R2 D2 F' U2 L2 F B' D2 F' ,1691,55
11.08,D2 F' L2 F' R2 U F' R L' U F' L2 F U2 L2 U2 L2 U2 B ,1692,52
